Customer No.,Customer Name,Phone Number,Area Code,,
3480, Dimas National S/C,99169854,D2 ,,
3041, Dream Express S/C,94744230,D2 ,,
1275, Dubai Shopping Centre,,D2 ,,
3550, Fahad International Business,93544414,D2 ,,
3291, Golden Asia Investment,91193170,D2 ,,
3407, Gulf Corporation Rest,78302896,D2 ,,
1389, Hafiz Shopping Centre,,D2 ,,
3178, Ibn Al Maawali,78322971,D2 ,,
3130, Jabal Al Ain C/S,99162185,D2 ,,
3111, Jinan Shopping Centre,98920737,D2 ,,
2505, Kenz  H/M,,D2 ,,
3431, Khairat Al Mustaqbil,79277229,D2 ,,
1963, Lulu Muscat Hypermarket LLC,,D2 ,,
3617, Macro Mart,79896067,D2 ,,
1778, Marahab Restaurant,,D2 ,,
3131, Marhaba Modern C/S,78960317,D2 ,,
3601, Martoo HM,,D2 ,,
3538, Metro Park Rest,91455551,D2 ,,
3330, Million National,92193707,D2 ,,
1439, Moon Pearl Cold Store,,D2 ,,
1212, Nahida Cold Store,,D2 ,,
3404, New Al Muwlah S/C,92678422,D2 ,,
3099, New Star Al Mabailah,79350337,D2 ,,
3587, Noor Al Harmain,78904944,D2 ,,
3491, Noor Mart,,D2 ,,
3523, Oasis Nature,97773391,D2 ,,
3342, Omani Shef Restaurant,94020809,D2 ,,
3349, Qaf S/C,91789418,D2 ,,
3402, Quality Saving Centre,95694464,D2 ,,
1133 (03), Ramez International L.L.C,24427299,D2 ,,
3507, Rawabi Al Yaman Rest,95821394,D2 ,,
3126, Rayaf Mazoon LLC,94884337,D2 ,,
3005, Razaz Ateen Rest,92790181,D2 ,,
2167, Reliable Excellence C/S,,D2 ,,
2976, Riyad Al Khair S/C,95437128,D2 ,,
3338, RK Brothers,95829108,D2 ,,
3632, Sablah Restaurant,98362983,D2 ,,
1814, Sama Hyper Market,,D2 ,,
2391, Saman Mart Seeb,99784507,D2 ,,
1400, SanaUllah Cash Sale,,D2 ,,
3056, Shahib Rawafad Cold Sstore,97115833,D2 ,,
3295, Shameez Trading,78605209,D2 ,,
3432, Sumou S/C # 2,98801738,D2 ,,
3514, Taj Hazrmout Rest,95821394,D2 ,,
2937, The Modern Era Path,98136668,D2 ,,
2756, Zaharat Al Shariq,92295585,D2 ,,
1143, Abdullah Al Rawahi,,D3 ,,
1591, Al Athkiya Hyper Market,,D3 ,,
1464, Al Atkawi S/C,98357969,D3 ,,
1929, Al Atta S/C,,D3 ,,
1642, Al Bahjat Al Hajar Shopping Center,,D3 ,,
3626, Al Barkath Business,92294064,D3 ,,
3612, Al Bayan Al Watnia,94900656,D3 ,,
3482, Al Ehsan S/C,78760997,D3 ,,
3146, Al Enshra C/S,71359762,D3 ,,
2855, Al Kayan Restaurant,94166865,D3 ,,
3438, Al Khamail Restaurant,98732396,D3 ,,
1459, Al Makaramat National,,D3 ,,
3439, Al Maraba S/C,96789395,D3 ,,
3117, Al Mazin C/S,94884337,D3 ,,
2064, Al Mosar S/C,,D3 ,,
2590, Al Rakaiz S/C,97442299,D3 ,,
3424, Al Sawadi Nation,99465818,D3 ,,
1058, Al Watan Al Arabi Restaurant,99019204,D3 ,,
3302, Al Watan Al Arbi ( Mohd),96606556,D3 ,,
2517, Al Wateen S/C,99346008,D3 ,,
3080, Al Yeman Rest,98109465,D3 ,,
3145, Alona S/C,93062718,D3 ,,
2981, Amaar Qaid Rest,94611011,D3 ,,
2479, Arjan Indester Rest,95461622,D3 ,,
3423, Basateen Halal S/C,99463960,D3 ,,
3009, Basmat Raghad Trading,94611011,D3 ,,
1784, Bismi  S/C Jaloot,,D3 ,,
3161, Bismi H/M Atkiya,93548785,D3 ,,
1866, Burhan Shopping Centre,,D3 ,,
3541, Dubai S/C,78071620,D3 ,,
3374, Dynamic Subline,92941551,D3 ,,
2779, Fayafi Ruwi Trading,94075363,D3 ,,
3422, Global High Amibition,47460978,D3 ,,
3425, Hala Al Amarat S/C,77328667,D3 ,,
1872, Jahloot Shopping Centre,,D3 ,,
3063, Jannah S/C,77395603,D3 ,,
3540, Kanther Restaurant,96331359,D3 ,,
3611, Mabain Al Nahrain,95779087,D3 ,,
3483, Makarmat National H/H,71075204,D3 ,,
1015, Najoom # 3 & 110 S/M,,D3 ,,
2340, Najoom Al Sedar,,D3 ,,
2912, Najoom H/M # 5,96287744,D3 ,,
3116, Najoom H/M # 6,,D3 ,,
2678, Najoom H/M Shabia,97135934,D3 ,,
3309, New Eastern Coast,98486663,D3 ,,
2216, New Hand S/C,,D3 ,,
3304, New Hand S/c # 2,,D3 ,,
3064, New Shaikha Establishment,99470634,D3 ,,
3613, Noor Sami S/C,78035441,D3 ,,
2803, Quality And Saving Center,87119789,D3 ,,
2347, Rawabi Restaurant,,D3 ,,
3187, Revelation Of Nature Rest,94827412,D3 ,,
3273, Rukn Al Waleema Rest,99410222,D3 ,,
2828, Safnat S/C # 1,97483070,D3 ,,
1669, Safnat Shopping Center No. 2,97483070,D3 ,,
2062, Salam Whole Sale,,D3 ,,
2353, Shahab Al Razaqia   (Abraj Sharqi),,D3 ,,
2745, Shihab S/C,95235569,D3 ,,
3437, Sky Star  S/C,78939358,D3 ,,
3618, Zidni S/C,94448185,D3 ,,
3357, Abshar AL Ansab,97910228,D4 ,,
1146, Ahmad Khamis Harsi,99335312,D4 ,,
1549, Al Escaf Cold Store,,D4 ,,
3314, Al Fakher H/M,78630706,D4 ,,
2084, Al Fouz H/M,7800 0249,D4 ,,
1123, Al Garbi S/C,,D4 ,,
3306, Al Hasen,92202192,D4 ,,
3255, Al Hayal Al Shamoukh,71180788,D4 ,,
3324, Al Hayal Shamokh # 2,71180788,D4 ,,
2765, Al Hilal S/C,96608216,D4 ,,
3085, Al Kail S/C,79140945,D4 ,,
1069, Al Mana Shopping Center,97152020,D4 ,,
3081, AL Marid Cold Store,96927219,D4 ,,
1734, Al Neezak Al Madina,,D4 ,,
3340, Al Rozana S/C,77227814,D4 ,,
3315, Al Tawaf Catering,78335456,D4 ,,
3464, Anwar Al Awabi (Misfa),94614306,D4 ,,
3413, Arabian Gate Rest,96197272,D4 ,,
2819, Azwa Al Haram,94311401,D4 ,,
3351, Emar Wadi Bani Umer Rest,97212203,D4 ,,
1965, Emerald # 2,,D4 ,,
1304, Emerald Modern Markets LLC,,D4 ,,
1789, Emrald S/C Jifnain,,D4 ,,
2060, Fanja H/M,,D4 ,,
3096, Golden Fnaja Palaces,79185145,D4 ,,
3428, Gulf Destination,,D4 ,,
3433, Janan General Trading LLC,95777199,D4 ,,
3278, Lahore Darbar Rest,94152752,D4 ,,
3086, Maratab Ali  (Funja),79901310,D4 ,,
3279, MashaAllah Rest,78675585,D4 ,,
2140, Modern Al Waleef  (Razan),,D4 ,,
2133, Nakhla Fanja,,D4 ,,
1267, New Al Bur Company,,D4 ,,
3188, New Entity Interior C/S,95622519,D4 ,,
1964, Nida S/C,93590003,D4 ,,
3192, Ramad Al Seeb C/S,96484485,D4 ,,
3629, Rawabi Bid Bid,94209840,D4 ,,
3639, Shaikha Bint e Khalfan Trading,99827841,D4 ,,
3492, Souq Funja,71349613,D4 ,,
1474, Sumou C/S Jafnain,,D4 ,,
3098, Tariq Cold Store,94409362,D4 ,,
2153, Top Up Awabi,,D4 ,,
3444, Typical Asayel Rest,91129630,D4 ,,
3415, Wonder S/C,94509000,D4 ,,
2139, Yousaf Al Rahbi,,D4 ,,
3542, Abu Al Ansab,92165664,D5 ,,
3449, Abu Shaheen C/S,79553757,D5 ,,
3025, Al Alam S/C,99195227,D5 ,,
3322, Al Bait Al Sharqi Rest,99415944,D5 ,,
3210, Al Fadi Rest,95725387,D5 ,,
3270, Al Harmain Rest   (Ghala),78224587,D5 ,,
2901, Al Harmain Restaurant # 2,78224587,D5 ,,
3289, Al Kail S/C,72040744,D5 ,,
3057, Al Karama H/M,,D5 ,,
3072, Al Karama HM,,D5 ,,
2184, Al Maya H/M,,D5 ,,
3143, Al Meer H/M,78774146,D5 ,,
3042, Al Qais Shopping Center,91521339,D5 ,,
3596, Bait Al Bukhari Rest,,D5 ,,
3401, Best Choice Trading,95805360,D5 ,,
3087, Bukhari Rest,99721015,D5 ,,
2354, Dar Al Haya,95245706,D5 ,,
3058, Emraled H/M,,D5 ,,
3290, Haji And Partner,78068007,D5 ,,
2861, Hud Hud Restaurant,95647676,D5 ,,
1938, Jabal Al Khawair,98450888,D5 ,,
2780, Marahab Rest # 2,79044532,D5 ,,
3427, Mkaram Muscat S/C,,D5 ,,
3016, Morley's Central Market,97880597,D5 ,,
3403, Quality Saving Centre,96672602,D5 ,,
1766 (015), Ramez International LLC.,,D5 ,,
3398, Rukan Al Walima Rest # 2,99410222,D5 ,,
3384, Suhol Al Tamam H/M,92443558,D5 ,,
3071, Top Up Shop,94175838,D5 ,,
3503, Top up Shop # 2,94702886,D5 ,,
3418, Village Rest,96227300,D5 ,,
2075, Wanis Bushar,,D5 ,,
1823, Zaki Restaurant,,D5 ,,
2318, Zam Zam Rest,,D5 ,,
3320, Abu Hilal F/S,99652311,D6 ,,
1625, Al Aboodi Hyper Market,,D6 ,,
1711, Al Ameer H/M,,D6 ,,
2385, Al Atheer Flour   (Foundation Rest),96939288,D6 ,,
1019, Al Atheer Flour Mill,95741478,D6 ,,
3388, Al Don Hm,97704961,D6 ,,
3209, Al Farsi Rest,95496698,D6 ,,
3272, Al Feiha Oasis S/C,99037031,D6 ,,
2220, Al Hashmi S/C,,D6 ,,
3271, Al Kharz Market,96757305,D6 ,,
3571, Al Qataf Al Dania,99553726,D6 ,,
3369, Al Rozana S/C,9787 7237,D6 ,,
3622, Al Salama H/M,98753230,D6 ,,
1219, Ali Al Rahbi S/C,,D6 ,,
3390, Ali Bin Salim,99707576,D6 ,,
2270, Anhar Sumail,,D6 ,,
3173, Asaad Bin Hameed,78481344,D6 ,,
3174, Assad Bin Hameed CS # 2,78481344,D6 ,,
3644, Dasser Restaurant,92349562,D6 ,,
3263, Fahim Commercial LLC,95741478,D6 ,,
3623, Foundation Stunning United Rest,97438799,D6 ,,
3379, Hour Shopping Centre,92270519,D6 ,,
1061, Khalfan Bin Suleman,92349562,D6 ,,
2188, Malik Al Fiha,,D6 ,,
2411, Nada Trading C/S,96104646,D6 ,,
1279, Nahda Restuarant,95818894,D6 ,,
2211, Nakhla H/M,,D6 ,,
2341, Nida H/M,,D6 ,,
3633, Nida H/M,,D6 ,,
3389, Rawaiya Bid Bid,93391436,D6 ,,
1364, Reem Al Yaman Rest,93032233,D6 ,,
3487, Saif Al Rahbi,95974637,D6 ,,
1045, Saroor Shopping Centre,,D6 ,,
2839, Shumuq Al Fiyah Rest,94370559,D6 ,,
3319, Unique World Of Island,92918634,D6 ,,
3376, Yousaf Bin Ali,97468573,D6 ,,
3370,Abu Mees S/C,7840 8568,D6 ,,
2283, Abdullah Bin Khadim,,EA ,,
1951, Abdullah Bin Said Alhanshi  Rest,78399359,EA ,,
1264, Abdullah Sadi Rest.,,EA ,,
1578, Abraj Al Maseela,95813606,EA ,,
1556, Abu Dilal Gailani,,EA ,,
1668, Abu Masaya Restaurant,,EA ,,
1228, Abu Omar Al Sawi Trading,,EA ,,
1103, Abu Rouf S/C,97416756,EA ,,
1552, Abu Saleh Al Hashmi,,EA ,,
1396, Abu Shaheer Al Balushi,,EA ,,
3152, Abu Wadhah Al Saadi Trading,99338812,EA ,,
2993, Afaq Al Munjrad,79794093,EA ,,
2390, Afaq Shopping Center,95310901,EA ,,
1033, Affaq Al Bidaya Shopping Center,93494920,EA ,,
1681, Ahmed Bin Hamed S/C,,EA ,,
1655, Ajmal Shopping Center,,EA ,,
2925, Ajwa Al Kamil,96698276,EA ,,
2620, Al Andalib Al Shamilah Trading,95412316,EA ,,
1330, Al Askandaria S/C  (kamil),,EA ,,
1694, Al Askandaria S/C  Bu Hassan,,EA ,,
1561, Al Askandaria S/C (Falaj),,EA ,,
2465, Al Barka S/C,99017688,EA ,,
1346, Al Bawaraq S/C,,EA ,,
2799, Al Bawaraq S/C,98430097,EA ,,
2446, Al Bawaraq S/C   B.H,98430097,EA ,,
2623, Al Dali Trading,78162825,EA ,,
2470, Al Duqam S/C,92136978,EA ,,
2501, Al Falaj S/C,98783946,EA ,,
1538, Al Faleej Shopping Centre,97893042,EA ,,
1810, Al Fouz Hyper Market (Al Kamil),,EA ,,
1469, Al Hakma Shopping centre,90445619,EA ,,
2968, Al Hanshi International,71797378,EA ,,
2807, Al Haramain International,98265242,EA ,,
3360, Al Jazeera Int. Shopping L.L.C,91315124,EA ,,
1880, Al Kafufe Shopping Centre,,EA ,,
2865, Al Kamal S/C,96706128,EA ,,
1105, Al Khaduri S/C,,EA ,,
2681, Al Madina S/C,92885927,EA ,,
1819, Al Majazef Shopping Centre,,EA ,,
2491, Al Masoud Rajhi Trading,91947515,EA ,,
1397, Al Muraibi International,,EA ,,
1577, Al Nairat Shopping Centre,97856010,EA ,,
1882, Al Raeem Shopping Centre,,EA ,,
2309, Al Rajhi S/C,,EA ,,
1705, Al Samokh S/C,91927477,EA ,,
1403, Al Shahab Shopping centre,95529889,EA ,,
3124, Al Shariqia  S/C,98554244,EA ,,
1096, Al Shumokh Shopping Center,,EA ,,
3455, Al Siraj S/C,91483332,EA ,,
1399, Al Tarheeb Shopping (Sanaiya),91056242,EA ,,
2415, Al Turhab F/S,97479353,EA ,,
2685, Al Zabeel Bu Hassan,98176022,EA ,,
1465, Al Zaiza Shopping Centre,,EA ,,
2401, Ali Al Shaba C/S,99541966,EA ,,
1884, Anjaz Hyper Market (Al Kamil),,EA ,,
1710, Anwar Al Daest S/C,,EA ,,
1531, Askandaria Hyper Market (Al Wafi),,EA ,,
2892, Askandria Vegetable,94535884,EA ,,
1546, Athar Cash Sale,,EA ,,
1138, Bab Al Mandab S/C,989292056,EA ,,
1895, Barwaz Al Wilaya S/C (Aseela),,EA ,,
1927, Barwaz S/C # 2,,EA ,,
2473, Barzat Al Shahaman Trd.,,EA ,,
2741, Bashair AL Baraq,78209330,EA ,,
2422, Dara Al Murabi,93879669,EA ,,
1855, Deyan Al Bander S/C (Bu hassan),,EA ,,
2624, Dhafaf Aselah,94384130,EA ,,
1973, Dolat Jalan S/C,,EA ,,
3420, Fakhar AL Kamil Trading,97375770,EA ,,
1564, Hamdan Bin Rashid Trading,,EA ,,
1055, Hamed Bin Mohammed,99545828,EA ,,
1603, Hamid Al Hashmi Trading,,EA ,,
2405, Hazib Bahr Trading,99356034,EA ,,
2037, Ibn e baji S/C,,EA ,,
1632, Jabal Al Huwairat Trading,98821275,EA ,,
1719, Jalan Bani Bu Ali,,EA ,,
1132, Jalan City Shopping Center,93002720,EA ,,
1576, Khadim Bin Abdullah Trading,98860972,EA ,,
3193, M.Al Amin United,94131124,EA ,,
1570, Majid Bin Ali Saeed,,EA ,,
2969, Malabar Rest,92118507,EA ,,
1783, Manaratal S/C,,EA ,,
3112, Manba AL Ata Trading,91398612,EA ,,
1856, Marhaba Hyper Market,,EA ,,
1606, Marsi Al Wilayat Trading,97850044,EA ,,
1599, Mashaira Abu Rauf S/C # 1,,EA ,,
1634, Masharia Abu Rauf Shopping Center,97276125,EA ,,
2941, Masharih Store,93220073,EA ,,
2992, Mazaya Al Shakhara Trading,92355397,EA ,,
1537, Mazeek Harmaz National,99141398,EA ,,
1647, Mohammad Abdullah Saadi S/C,,EA ,,
3586, Mohammad Ali Saeed Alvi,,EA ,,
1809, Muhammad Abdullah Trading,,EA ,,
2337, Muhammad Abdullah Trd  (sawiya),,EA ,,
3113, Muhammad Al Hashmi,92908641,EA ,,
1835, Munber Al Khair S/C,,EA ,,
2204, Murabi S/C,,EA ,,
1733, Murtafat Al Kamil,97416756,EA ,,
1417, Muscat Golden Hyper Market,97458515,EA ,,
2363, Mustafa S/C #2,93926113,EA ,,
3194, Naji Bin Salem Bin Najim,99190573,EA ,,
1667, Nakheel Al Heera Shopping Center,,EA ,,
3153, Nasaim Seeh Al Sadar Trading,91239557,EA ,,
1904, Naseem Jalan S/C,,EA ,,
1762, National Comprehensive (F.M),,EA ,,
1741, Neel Shopping Center,,EA ,,
1445, Neel Shopping Center No.2,,EA ,,
1721, New Oriental Shopping Center,,EA ,,
2400, New Rakan Diyafah,79576798,EA ,,
1416, Oriental Shopping No. 1,,EA ,,
1079, Oriental Shopping No. 2,92482299,EA ,,
3082, Qaf S/C,78124867,EA ,,
2014, Raha jalan S/C,91707235,EA ,,
3339, Raja Al Saidia,7859 8627,EA ,,
2105, Rashid Bin Mubarak bin Muhammed,,EA ,,
3347, Rawabat Al Sharqia,95147585,EA ,,
3118, Rayhan Al Maraibi Al Asriya Trading,78776550,EA ,,
3166, Redhadh Aseela Trading,98967260,EA ,,
3653, Roissy Jalan Gold Project,98886213,EA ,,
3195, Ruwafad Ali Bidiya Trading,9487 3438,EA ,,
2821, Safuh Jalan Restaurant,99853176,EA ,,
1720, Sahlat Al Manjarid Trd,96175038,EA ,,
1551, Sahool Al Wasmi,94743139,EA ,,
3463, Said Bin Hamed,9660 9355,EA ,,
2474, Saif Masoud,95011525,EA ,,
1395, Saleem Rashid Al Awais,99235942,EA ,,
1543, Saud Al Gailani Shopping Centre,92403753,EA ,,
2957, Shaheed Al Islam Trading,98936962,EA ,,
1837, Shalu Mart Al Ashkra,91551081,EA ,,
1596, Shalu Mart S/C,,EA ,,
1085, Shalu wold S/M,,EA ,,
3175, Shalu World LLC,99176554,EA ,,
1848, Shamis Group (Jalan),,EA ,,
1601, Shams Al Wafi Shopping Center,,EA ,,
1562, Shams Group ( Al Kamil),,EA ,,
1857, Shams Jalan Shopping Centre,,EA ,,
1568, Shariq  Cold Store,99353938,EA ,,
1753, Shariq Janoob  S/C (Al Kamil),,EA ,,
2529, Sharqia South Centre,98993913,EA ,,
1060, Shawamikh Al Sharaq,91352402,EA ,,
1709, Sholat Super Market,,EA ,,
3252, Shueaa Al Khalij Trading,79490256,EA ,,
3050, Silsila Jabal Trading,,EA ,,
2049, Sohari Al Wafi Trad,93698201,EA ,,
3165, Stop & Shop,71133131,EA ,,
1542, Tajan Jalan Shopping Centre,98989132,EA ,,
1321, Tamarind Resturant,,EA ,,
1173, Zabeel Shopping Center,,EA ,,
2269, Zahoor Al Duqam,,EA ,,
1858, Zaki Restaurant,96921718,EA ,,
2316, Abdullah Masood Trad,,EB ,,
2760, Abu Abdul Rehman 2 S/C,93878445,EB ,,
1253, Abu Abdul Rehman S/C,,EB ,,
2101, Abu Ibrahim S/C,,EB ,,
2408, Abu Ibrahim S/C # 2,91238014,EB ,,
3235, Abu Maflah Trading,79181086,EB ,,
2399, Abu Mufleh Trd,94841038,EB ,,
2619, Abu Sultan Afari Trading,96220917,EB ,,
2166, Abu Sultan Al Jafri,78007224,EB ,,
1442, Abu Taif Shopping Centre,97447787,EB ,,
1521, Abu Yahya Shopping Centre,,EB ,,
3312, Aemar Al Sharqia,93800220,EB ,,
1505, Ajwa Shopping Centre,92969827,EB ,,
2734, Al ,97350085,EB ,,
1626, Al Arkan Al Buraira Shopping Center,92969827,EB ,,
1853, Al Ashkra City Super Market,,EB ,,
1896, Al Ashkra National S/C (Ashkra),,EB ,,
1179, Al Bawaraq Al Ashkara,79085679,EB ,,
3359, Al Harmain International,79393025,EB ,,
2890, Al Khawaima Restaurant,95156485,EB ,,
1528, Al Khuwaima Shopping Centre,97350085,EB ,,
1892, Al Moad Al Azraq (Khawaima),,EB ,,
3257, Al Mutamiz Trading,94150618,EB ,,
2608, Al Samak Al Bahar S/C,96209364,EB ,,
2961, Al Sham Al Zahee Trd,96750943,EB ,,
1575, Ali Bin jumaa Al Owaisi Trading,95841404,EB ,,
2944, Ali Bin Mohammad Al Muzaml,94496371,EB ,,
1571, Ali Saeed Owaisi (Khuwaima),92131289,EB ,,
2897, Amjad Al Sharqia Rest,98874451,EB ,,
1525, Amwaj Al Khuwaima,97078687,EB ,,
2302, Amwaj Jadeed,,EB ,,
2180, Amwaj Jadeed S/C,,EB ,,
2455, Anwar Al Zahib,92547300,EB ,,
1569, Ashbal Al Suwaih Trading,92482252,EB ,,
3378, Atlal Al Ashkara S/C,96220917,EB ,,
3326, Azhar Al Naghda Trading,75271150,EB ,,
2953, Bahja Al Tameez Ent,95408988,EB ,,
2642, Bawadi Jalan Trading,98564039,EB ,,
1648, Blue Diamond No. 1 Shopping Center,,EB ,,
2544, Dahris Al Muramiz,91080238,EB ,,
2915, Dhabar Khaleej,91679300,EB ,,
2672, Emtiyab Bahar Trading,99619317,EB ,,
1210, Fakhray Khawaima S/C,,EB ,,
1197, Ghasoon Asilah S/P,,EB ,,
2594, Hamdan Bin Siad Jaferi,911937313,EB ,,
1535, Hamid Bin Salim (Khuwaima),96918932,EB ,,
3385, Hamood Said Al Muslim Trading,97019347,EB ,,
1495, Hassan Al Branzi Trd,96209364,EB ,,
1724, Hassan Boranzi Trd  (Shakoor),98948346,EB ,,
2666, Ibrahim Ashkra,98218312,EB ,,
3498, Ibraj Mahoot Al Shimla Trading,9262 3306,EB ,,
1847, Jabal Al Shariq (Mahoot),93973474,EB ,,
3259, Jabar Al Awais Trading,94163110,EB ,,
1443, Jameel Bin khadim,,EB ,,
2384, Kala Mart,94625350,EB ,,
1534, Lulu Aseela Hyper Market (Khuwaima),,EB ,,
3218, Majad Al Safha,91914725,EB ,,
2663, Mohammadd Bin Saleh Trading,97765766,EB ,,
1536, Mohammed Saleh Zari,92681456,EB ,,
1550, Nabda Al Wadi Restaurant,95156485,EB ,,
1665, Nabta Al Wadi Shopping Center No. 2,95181496,EB ,,
2587, Nabta Wadi Khawaima,96589484,EB ,,
2683, Naser Bin ALi Bin Rashid,96929364,EB ,,
2739, Nibras Al Ashkra Trading,92591579,EB ,,
3346, Nibras Al khair,93534863,EB ,,
1174, Oriental S/C  (Al Ashkara),,EB ,,
2114, Qaliha Al Shuerh Trading,,EB ,,
2543, Qamar Al Ashkara,91977146,EB ,,
1852, Raban Super Market,,EB ,,
1449, Rawaye Al Majid Super Market,,EB ,,
1589, Razaz Aseela Al Shimal,,EB ,,
2362, Razaz Khawaima,,EB ,,
2673, Sada Al Moaj,94867541,EB ,,
1696, Saeed Khadoori S/C,99590878,EB ,,
1522, Saeed Khudri Restaurant,,EB ,,
1499, Sahuol Qaroun Al Bar,99046317,EB ,,
1807, Saleh Bin Khudri S/C,,EB ,,
1526, Salim Bin Saleem (Khuwaima),94189371,EB ,,
2630, Salim Saleem Al Zarea Trading,79093533,EB ,,
2409, Shalu C/S # 2,91551081,EB ,,
1737, Shalu Mart Bu Ali,90363310,EB ,,
3249, Shamokh Al Bander Trading,92111698,EB ,,
1950, Shams Al Askara Shopping Centre,,EB ,,
1715, Shawamak Al Ashkra,,EB ,,
1851, Shawati Khawaima Al Haditha,,EB ,,
3297, Shrkt Alkfwf Alraydt,99727700,EB ,,
3234, Stop & Shop,78321921,EB ,,
3256, Warad Al Muraibi Trading,79105727,EB ,,
2448, Wasem Al Sweah Trading,,EB ,,
1150, Yanabia AL Wadi Al Akhdar Trad,96270941,EB ,,
2583, Yanbia Al Bander,96270941,EB ,,
1555, Yasir Al Gailani,91342064,EB ,,
1436, Abdullah Bin Khalid (Ibra),,EC ,,
2481, Abnaa Al Qabil National Company,99820400,EC ,,
1899, ABQ Al Sala Golden Trading,96429811,EC ,,
2381, Abu Al Khatab Trading,98590091,EC ,,
3189, Abu Ghazalan  S/M,96616455,EC ,,
2221, Abu Khalid Al Mughary Trd,,EC ,,
1805, Afaq Middle East,99478222,EC ,,
3621, Aflaj Al Shawar Trading,+968 9955 0209,EC ,,
1512, Afrah Al Zain Trading (Ibra),93530418,EC ,,
1475, Ahmed Bin Amer S/C,,EC ,,
1440, Ajmal Cold Store,,EC ,,
2338, Al Asail Trd   (khalid),,EC ,,
1664, Al Ayad Al Rajhi Trading,98652786,EC ,,
2847, Al Bark Al Maiyah Trading,97209720,EC ,,
1490, Al Burj Al Aim Trd   (Ibra),98450801,EC ,,
2707, Al Dana Modern S/C,97421242,EC ,,
3440, Al Dar Yamen Restaurant,7999 8066,EC ,,
2461, Al Dhareen Trading,95600565,EC ,,
2661, Al Falahi # 2,99661042,EC ,,
1595, Al Falahi Shopping Centre,90959893,EC ,,
2504, Al Fawasal Al Arabiyat,96063572,EC ,,
1003, Al Firdous Hyper Market,97641790,EC ,,
1326, Al Fouz H/M  Bidaya,,EC ,,
1659, Al Fouz Shopping Center (Bidiya),,EC ,,
1114, Al Gardha Restaurant,96674162,EC ,,
3260, Al Hiba S/C,,EC ,,
1510, Al Junain Trading (Ibra),98673040,EC ,,
1752, Al Maha Mart,,EC ,,
1488, Al Manader S/P,,EC ,,
1547, Al Maqsood Trading,99754980,EC ,,
2752, Al Matragh S/C,98899888,EC ,,
1693, Al Mira modern  (Ibra),,EC ,,
3095, Al Nahda S/C,7109 2683,EC ,,
1544, Al Rahbat Hyper Market,,EC ,,
1509, Al Raheam Trading,,EC ,,
1506, Al Rawahy (Ibra),92355817,EC ,,
3182, Al Raz International LLC,71969662,EC ,,
1435, Al Safa Shopping Centre (Ibra),93597494,EC ,,
1066, Al Shariq united,,EC ,,
2128, Al Tarhab S/C,,EC ,,
1434, Al Tayer Modern Trading,,EC ,,
2812, Al Tayer S/C # 2,71495955,EC ,,
2004, Al Tayer Trading Store,,EC ,,
3197, Allauddin And Partners,79592513,EC ,,
2965, Amjad Al Minjirid Trading,95600565,EC ,,
1466, Anhar Al Fayha H/M,,EC ,,
1704, Asail Resturant,,EC ,,
2451, Aswar Al Ghalaji,92503030,EC ,,
3183, Ayen Zam Zam S/C,94245254,EC ,,
2382, Azhar F/S,95090391,EC ,,
2652, Bait al Tonour,92730934,EC ,,
2632, Basateen Al Shareg Trading,78053090,EC ,,
1757, Bassat Al Khaldiya S/C,,EC ,,
1594, Bidiya Shopping Centre,,EC ,,
3139, Burj Al Ain Modern LLC,91826463,EC ,,
1839, Dhafaf nahar Al Nail (Ibra),,EC ,,
1585, Ezze Al Aghbri Trading (Ibra),98673040,EC ,,
1718, Fatah Al Khair S/c,,EC ,,
2083, Galaxy Tayer Modern,,EC ,,
2907, Gardha S/C,98549876,EC ,,
3579, Hilal Al Siyabi Dima,98818605,EC ,,
1573, Ibn,93037432,EC ,,Ali Al Aghbari Trading
1822, Ibna Fresh Rest. (Tariq),,EC ,,
3162, Kawakib AL Khaldia Trading,93051700,EC ,,
3337, Khairat Al Wasta Trading,9794 7849,EC ,,
2218, Khaleej S/C,,EC ,,
3229, Khazama Mart,97253523,EC ,,
1764, Magic East LLC (Ibra),,EC ,,
2880, Manadher Al Alya S/C,99458778,EC ,,
3181, Mashairy Yanby Al Yayeen Trading,79341873,EC ,,
2164, Mawal Al Mantrib,94363835,EC ,,
1476, Mohammad Al Nasir Trad,99447956,EC ,,
2494, Mualam Al Aqsa Trading,96425510,EC ,,
3580, Muhammad Bin Saeed Hashmi (Muzehra),9486 8255,EC ,,
2923, Muhammed Bin Ahmed Trading,94321007,EC ,,
1545, Munber Al Aaliya Trading,97421242,EC ,,
3051, Muscat Golden H/M,97458515,EC ,,
3303, Nasim Mahoot Rest.,,EC ,,
2428, Nasir Mohd Trading,98849402,EC ,,
1883, Nawaya Bidiya Hyper Market,94189435,EC ,,
2549, New Buraj Al Aim,91287174,EC ,,
1586, New Hiba Shopping Centre (Ibra),,EC ,,
1751, Noor Al Bawaraq S/C,92699386,EC ,,
1924, Noor Bawaraq (Badiya),,EC ,,
3070, Noor Firdous,99322295,EC ,,
1645, Noor Lail Shopping Center,98605679,EC ,,
2762, Oriantal S/C baqala,99020847,EC ,,
1511, Oriental Shopping Centre,,EC ,,
1840, Oriental Shopping Centre (Ibra),,EC ,,
1703, Pakistani Resturant,,EC ,,
1477, Quri Al Qabil S/C,92355817,EC ,,
2628, Ramla Al Quram,71447377,EC ,,
